0,3,2021/11/1,2021/11/4,81
1,4,2021/11/4,2021/11/6,39.6
2,10,2021/11/8,2021/11/10,47.8
3,37,2021/11/19,2021/11/22,82.6
4,80,2021/12/2,2021/12/11,218.9
5,107,2021/12/16,2021/12/17,28.1
6,179,2021/12/30,2022/1/18,472.8
7,181,2022/1/19,2022/1/20,25.1
8,209,2022/1/29,2022/2/4,139.2
9,251,2022/2/16,2022/2/17,25.4
10,359,2022/3/6,2022/3/7,24.3
11,483,2022/3/25,2022/5/31,1604.6
12,499,2022/6/3,2022/6/4,25.7
